site_name,latitude,longitude,site_type,population,state,source_sheet
face to face,13.14875,11.53886,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.07362,11.6737,IDPs,Integrated,Yobe,Data
face to face,13.0919,11.77718,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.97591,11.81778,Returnees,Returnees,Yobe,Data
face to face,12.97564,11.81551,Returnees,Returnees,Yobe,Data
face to face,12.95615,11.85046,Returnees,Returnees,Yobe,Data
face to face,12.95834,11.85266,Returnees,Returnees,Yobe,Data
face to face,12.97776,11.11079,IDPs,Integrated,Yobe,Data
face to face,13.06801,11.17799,IDPs,IDPs Resettled,Yobe,Data
face to face,13.074695,11.173034,IDPs,Integrated,Yobe,Data
face to face,12.97776,11.11079,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.34822,11.23068,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.05744,11.169836,Returnees,Returnees,Yobe,Data
face to face,13.062903,11.171463,Returnees,Returnees,Yobe,Data
face to face,13.035524,11.270348,IDPs,Integrated,Yobe,Data
face to face,12.97902,11.35301,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.04377,11.31842,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.04336,11.31724,Returnees,Returnees,Yobe,Data
face to face,13.03849,10.94377,IDPs,IDPs Resettled,Yobe,Data
face to face,13.37092,11.00891,IDPs,Integrated,Yobe,Data
face to face,13.15349,10.63332,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.15521,10.63688,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.1229,10.61137,Returnees,Returnees,Yobe,Data
face to face,13.155149,10.634017,Returnees,Returnees,Yobe,Data
face to face,13.06383,11.05323,IDPs,Integrated,Yobe,Data
face to face,13.06869,11.05774,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.06482,11.17589,IDPs,IDPs Resettled,Yobe,Data
face to face,13.06267,11.17547,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.06557,11.17734,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,13.063624,11.173699,Returnees,Returnees,Yobe,Data
face to face,13.07251,11.17168,IDPs,IDPs Resettled,Yobe,Data
